"id","sub_district_id","province_id","city_id","district_id","name"
"38128","2003","33","23","12","Canggal"
"38129","2004","33","23","12","Kentengsari"
"38130","2005","33","23","12","Ngabeyan"
"38131","2006","33","23","12","Bantir"
"38132","2007","33","23","12","Krawitan"
"38133","2008","33","23","12","Muntung"
"38134","2009","33","23","12","Batursari"
"38135","2010","33","23","12","Mento"
"38136","2011","33","23","12","Muneng"
"38137","2012","33","23","12","Plosogaden"
"38138","2013","33","23","12","Sidoharjo"
"38139","2014","33","23","12","Gunungpayung"
"38140","1001","33","23","13","Kranggan"
"38141","2002","33","23","13","Badran"
"38142","2003","33","23","13","Bengkal"
"38143","2004","33","23","13","Pare"
"38144","2005","33","23","13","Nguwet"
"38145","2006","33","23","13","Ngropoh"
"38146","2007","33","23","13","Pendowo"
"38147","2008","33","23","13","Sanggrahan"
"38148","2009","33","23","13","Klepu"
"38149","2010","33","23","13","Kemloko"
"38150","2011","33","23","13","Gentan"
"38151","2012","33","23","13","Kramat"
"38152","2013","33","23","13","Purwosari"
"38153","2001","33","23","14","Tlogomulyo"
"38154","2002","33","23","14","Candisari"
"38155","2003","33","23","14","Sriwungu"
"38156","2004","33","23","14","Langgeng"
"38157","2005","33","23","14","Tanjungsari"
"38158","2006","33","23","14","Losari"
"38159","2007","33","23","14","Balerejo"
"38160","2008","33","23","14","Kerokan"
"38161","2009","33","23","14","Legoksari"
"38162","2010","33","23","14","Tlilir"
"38163","2011","33","23","14","Gedegan"
"38164","2012","33","23","14","Pagersari"
"38165","2001","33","23","15","Selopampang"
"38166","2002","33","23","15","Tanggulanom"
"38167","2003","33","23","15","Jetis"
"38168","2004","33","23","15","Salamrejo"
"38169","2005","33","23","15","Ngaditirto"
"38170","2006","33","23","15","Bulan"
"38171","2007","33","23","15","Kacepit"
"38172","2008","33","23","15","Gambasan"
"38173","2009","33","23","15","Bumiayu"
"38174","2010","33","23","15","Kebonagung"
"38175","2011","33","23","15","Bagusan"
"38176","2012","33","23","15","Plumbon"
"38177","2001","33","23","16","Bansari"
"38178","2002","33","23","16","Mojosari"
"38179","2003","33","23","16","Rejosari"
"38180","2004","33","23","16","Gunungsari"
"38181","2005","33","23","16","Balesari"
"38182","2006","33","23","16","Purborejo"
"38183","2007","33","23","16","Tlogowero"
"38184","2008","33","23","16","Mranggen Kidul"
"38185","2009","33","23","16","Mranggen Tengah"
"38186","2010","33","23","16","Candisari"
"38187","2011","33","23","16","Campuranom"
"38188","2012","33","23","16","Gentingsari"
"38189","2013","33","23","16","Tanurejo"
"38190","2001","33","23","17","Kledung"
"38191","2002","33","23","17","Kalirejo"
"38192","2003","33","23","17","Paponan"
"38193","2004","33","23","17","Jeketro"
"38194","2005","33","23","17","Kwadungan Gunung"
"38195","2006","33","23","17","Kwadungan Jurang"
"38196","2007","33","23","17","Tlahab"
"38197","2008","33","23","17","Petarangan"
"38198","2009","33","23","17","Canggal"
"38199","2010","33","23","17","Jambu"
"38200","2011","33","23","17","Kruwisan"
"38201","2012","33","23","17","Batursari"
"38202","2013","33","23","17","Tuksari"
"38203","2001","33","23","18","Bejen"
"38204","2002","33","23","18","Banjarsari"
"38205","2003","33","23","18","Jlegong"
"38206","2004","33","23","18","Prangkokan"
"38207","2005","33","23","18","Lowungu"
"38208","2006","33","23","18","Larangan Luwok"
"38209","2007","33","23","18","Congkrang"
"38210","2008","33","23","18","Kebondalem"
"38211","2009","33","23","18","Kemuning"
"38212","2010","33","23","18","Selosabrang"
"38213","2011","33","23","18","Tanjungsari"
"38214","2012","33","23","18","Petung"
"38215","2013","33","23","18","Duren"
"38216","2014","33","23","18","Ngaliyan"
"38217","2001","33","23","19","Wonoboyo"
"38218","2002","33","23","19","Pateken"
"38219","2003","33","23","19","Pitrosari"
"38220","2004","33","23","19","Purwosari"
"38221","2005","33","23","19","Kebonsari"
"38222","2006","33","23","19","Semen"
"38223","2007","33","23","19","Tening"
"38224","2008","33","23","19","Wonocoyo"
"38225","2009","33","23","19","Pesantren"
"38226","2010","33","23","19","Rejosari"
"38227","2011","33","23","19","Tawangsari"
"38228","2012","33","23","19","Cemoro"
"38229","2013","33","23","19","Wates"
"38230","2001","33","23","20","Gemawang"
"38231","2002","33","23","20","Muncar"
"38232","2003","33","23","20","Kemiriombo"
"38233","2004","33","23","20","Ngadisepi"
"38234","2005","33","23","20","Krempong"
"38235","2006","33","23","20","Sucen"
"38236","2007","33","23","20","Karangseneng"
"38237","2008","33","23","20","Banaran"
"38238","2009","33","23","20","Kalibanger"
"38239","2010","33","23","20","Jambon"
"38240","2001","33","24","1","Blumah"
"38241","2002","33","24","1","Kediten"
"38242","2003","33","24","1","Tlogopayung"
"38243","2004","33","24","1","Wonodadi"
"38244","2005","33","24","1","Manggungmangu"
"38245","2006","33","24","1","Tirtomulyo"
"38246","2007","33","24","1","Karanganyar"
"38247","2008","33","24","1","Jurangagung"
"38248","2009","33","24","1","Jati"
"38249","2010","33","24","1","Wadas"
"38250","2011","33","24","1","Bendosari"
"38251","2012","33","24","1","Mojoagung"
"38252","2002","33","24","2","Getasblawong"
"38253","2003","33","24","2","Parakan Sebaran"
"38254","2004","33","24","2","Petung"
"38255","2005","33","24","2","Krikil"
"38256","2006","33","24","2","Pucakwangi"
"38257","2007","33","24","2","Pageruyung"
"38258","2008","33","24","2","Tambahrejo"
"38259","2009","33","24","2","Gebangan"
"38260","2010","33","24","2","Surokonto Wetan"
"38261","2011","33","24","2","Bangunsari"
"38262","2012","33","24","2","Kebongembong"
"38263","2013","33","24","2","Surokonto Kulon"
"38264","2014","33","24","2","Pagergunung"
"38265","2015","33","24","2","Gondoharum"
"38266","2001","33","24","3","Gentinggunung"
"38267","2002","33","24","3","Bringinsari"
"38268","2003","33","24","3","Purwosari"
"38269","2004","33","24","3","Ngargosari"
"38270","2005","33","24","3","Pesaren"
"38271","2006","33","24","3","Tamanrejo"
"38272","2007","33","24","3","Harjodowo"
"38273","2008","33","24","3","Peron"
"38274","2009","33","24","3","Damarjati"
"38275","2010","33","24","3","Mulyosari"
"38276","2011","33","24","3","Kalipakis"
"38277","2012","33","24","3","Trimulyo"
"38278","2013","33","24","3","Selokaton"
"38279","2014","33","24","3","Ngadiwarno"
"38280","2015","33","24","3","Tampingwinarno"
"38281","2016","33","24","3","Kebumen"
"38282","2017","33","24","3","Sukorejo"
"38283","2018","33","24","3","Kalibogor"
"38284","2001","33","24","4","Pakisan"
"38285","2002","33","24","4","Plososari"
"38286","2003","33","24","4","Mlatiharjo"
"38287","2004","33","24","4","Wirosari"
"38288","2005","33","24","4","Pagersari"
"38289","2006","33","24","4","Selo"
"38290","2007","33","24","4","Curugsewu"
"38291","2008","33","24","4","Gedong"
"38292","2009","33","24","4","Sukomangli"
"38293","2010","33","24","4","Kalibareng"
"38294","2011","33","24","4","Kalilumpang"
"38295","2012","33","24","4","Kalices"
"38296","2013","33","24","4","Sidokumpul"
"38297","2014","33","24","4","Sidodadi"
"38298","2001","33","24","5","Cening"
"38299","2002","33","24","5","Sukodadi"
"38300","2003","33","24","5","Kaliputih"
"38301","2004","33","24","5","Getas"
"38302","2005","33","24","5","Banyuringin"
"38303","2006","33","24","5","Kedungsari"
"38304","2007","33","24","5","Ngareanak"
"38305","2008","33","24","5","Singorojo"
"38306","2009","33","24","5","Cacaban"
"38307","2010","33","24","5","Kalirejo"
"38308","2011","33","24","5","Merbuh"
"38309","2012","33","24","5","Trayu"
"38310","2013","33","24","5","Kertosari"
"38311","2001","33","24","6","Kedungboto"
"38312","2002","33","24","6","Peron"
"38313","2003","33","24","6","Gondang"
"38314","2004","33","24","6","Pakis"
"38315","2005","33","24","6","Sumberahayu"
"38316","2006","33","24","6","Tambahsari"
"38317","2007","33","24","6","Limbangan"
"38318","2008","33","24","6","Pagertoyo"
"38319","2009","33","24","6","Sriwulan"
"38320","2010","33","24","6","Tabet"
"38321","2011","33","24","6","Ngesrepbalong"
"38322","2012","33","24","6","Gonoharjo"
"38323","2013","33","24","6","Jawisari"
"38324","2014","33","24","6","Margosari"
"38325","2015","33","24","6","Tamanrejo"
"38326","2016","33","24","6","Pagerwojo"
"38327","2001","33","24","7","Medono"
"38328","2002","33","24","7","Pasigitan"
"38329","2003","33","24","7","Banjarejo"
"38330","2004","33","24","7","Leban"
"38331","2005","33","24","7","Kliris"
"38332","2006","33","24","7","Puguh"
"38333","2007","33","24","7","Ngabean"
"38334","2008","33","24","7","Karangmanggis"
"38335","2009","33","24","7","Kaligading"
"38336","2010","33","24","7","Purwogondo"
"38337","2011","33","24","7","Blimbing"
"38338","2012","33","24","7","Salamsari"
"38339","2013","33","24","7","Tampingan"
"38340","2014","33","24","7","Campurejo"
"38341","2015","33","24","7","Boja"
"38342","2016","33","24","7","Bebengan"
"38343","2017","33","24","7","Meteseh"
"38344","2018","33","24","7","Trisobo"
"38345","2003","33","24","8","Sumberejo"
"38346","2004","33","24","8","Nolokerto"
"38347","2009","33","24","8","Kumpulrejo"
"38348","2010","33","24","8","Karangtengah"
"38349","2011","33","24","8","Sarirejo"
"38350","2012","33","24","8","Krajankulon"
"38351","2013","33","24","8","Kutoharjo"
"38352","2014","33","24","8","Wonorejo"
"38353","2015","33","24","8","Mororejo"
"38354","2001","33","24","9","Tunggulsari"
"38355","2002","33","24","9","Sumur"
"38356","2003","33","24","9","Blorok"
"38357","2004","33","24","9","Penjalin"
"38358","2005","33","24","9","Kertomulyo"
"38359","2006","33","24","9","Sidorejo"
"38360","2007","33","24","9","Tosari"
"38361","2008","33","24","9","Rejosari"
"38362","2009","33","24","9","Turunrejo"
"38363","2010","33","24","9","Purwokerto"
"38364","2011","33","24","9","Brangsong"
"38365","2012","33","24","9","Kebonadem"
"38366","2001","33","24","10","Margomulyo"
"38367","2002","33","24","10","Tegorejo"
"38368","2003","33","24","10","Pesawahan"
"38369","2004","33","24","10","Pekuncen"
"38370","2005","33","24","10","Puguh"
"38371","2006","33","24","10","Dawungsari"
"38372","2007","33","24","10","Pucangrejo"
"38373","2008","33","24","10","Gubugsari"
"38374","2009","33","24","10","Pegandon"
"38375","2010","33","24","10","Penanggulan"
"38376","2011","33","24","10","Wonosari"
"38377","2012","33","24","10","Karangmulyo"
"38378","2001","33","24","11","Sedayu"
"38379","2002","33","24","11","Pamriyan"
"38380","2003","33","24","11","Jenarsari"
"38381","2004","33","24","11","Poncorejo"
"38382","2005","33","24","11","Gebang"
"38383","2006","33","24","11","Krompaan"
"38384","2007","33","24","11","Gemuhblanten"
"38385","2008","33","24","11","Tamangede"
"38386","2009","33","24","11","Lumansari"
"38387","2010","33","24","11","Johorejo"
"38388","2011","33","24","11","Tlahab"
"38389","2012","33","24","11","Pucangrejo"
"38390","2013","33","24","11","Sojomerto"
"38391","2014","33","24","11","Triharjo"
"38392","2015","33","24","11","Cepokomulyo"
"38393","2016","33","24","11","Galih"
"38394","2001","33","24","12","Sidomukti"
"38395","2002","33","24","12","Penyangkringan"
"38396","2003","33","24","12","Bumiayu"
"38397","2004","33","24","12","Manggungsari"
"38398","2005","33","24","12","Sumberagung"
"38399","2006","33","24","12","Ngasinan"
"38400","2007","33","24","12","Weleri"
"38401","2008","33","24","12","Nawangsari"
"38402","2009","33","24","12","Karangdowo"
"38403","2010","33","24","12","Penaruban"
"38404","2011","33","24","12","Sambongsari"
"38405","2012","33","24","12","Karanganom"
"38406","2013","33","24","12","Payung"
"38407","2014","33","24","12","Pucuksari"
"38408","2015","33","24","12","Tratemulyo"
"38409","2016","33","24","12","Montongsari"
"38410","2001","33","24","13","Pandes"
"38411","2002","33","24","13","Podosari"
"38412","2003","33","24","13","Botomulyo"
"38413","2004","33","24","13","Cepiring"
"38414","2005","33","24","13","Damarsari"
"38415","2006","33","24","13","Karangayu"
"38416","2007","33","24","13","Karangsuno"
"38417","2008","33","24","13","Gondang"
"38418","2009","33","24","13","Sidomulyo"
"38419","2010","33","24","13","Juwiring"
"38420","2011","33","24","13","Kaliayu"
"38421","2012","33","24","13","Kalirandugede"
"38422","2013","33","24","13","Korowelangkulon"
"38423","2014","33","24","13","Korowelanganyar"
"38424","2015","33","24","13","Margorejo"
"38425","2001","33","24","14","Bulugede"
"38426","2002","33","24","14","Margosari"
"38427","2003","33","24","14","Donosari"
"38428","2004","33","24","14","Lanji"
"38429","2005","33","24","14","Tambakrejo"
"38430","2006","33","24","14","Kebonharjo"
"38431","2007","33","24","14","Purwokerto"
"38432","2008","33","24","14","Jambearum"
"38433","2009","33","24","14","Purwosari"
"38434","2010","33","24","14","Sukolilan"
"38435","2011","33","24","14","Bangunrejo"
"38436","2012","33","24","14","Kumpulrejo"
"38437","2013","33","24","14","Magersari"
"38438","2014","33","24","14","Wonosari"
"38439","2015","33","24","14","Pidodowetan"
"38440","2016","33","24","14","Pidodokulon"
"38441","2017","33","24","14","Bangunsari"
"38442","2018","33","24","14","Kartikajaya"
"38443","1001","33","24","15","Candiroto"
"38444","1002","33","24","15","Sukodono"
"38445","1003","33","24","15","Jotang"
"38446","1004","33","24","15","Trompo"
"38447","1005","33","24","15","Ketapang"
"38448","1006","33","24","15","Kebondalem"
"38449","1007","33","24","15","Kalibutuwetan"
"38450","1008","33","24","15","Sijeruk"
"38451","1009","33","24","15","Tunggulrejo"
"38452","1010","33","24","15","Jetis"
"38453","1011","33","24","15","Bugangin"
"38454","1012","33","24","15","Langenharjo"
"38455","1013","33","24","15","Pekauman"
"38456","1014","33","24","15","Patukangan"
"38457","1015","33","24","15","Pegulon"
"38458","1016","33","24","15","Banyutowo"
"38459","1017","33","24","15","Karangsari"
"38460","1018","33","24","15","Ngilir"
"38461","1019","33","24","15","Bandengan"
"38462","1020","33","24","15","Balok"
"38463","2001","33","24","16","Wonotenggang"
"38464","2002","33","24","16","Pojoksari"
"38465","2003","33","24","16","Randusari"
"38466","2004","33","24","16","Karangsari"
"38467","2005","33","24","16","Parakan"
"38468","2006","33","24","16","Tambaksari"
"38469","2007","33","24","16","Jatipurwo"
"38470","2008","33","24","16","Rowosari"
"38471","2009","33","24","16","Tanjungsari"
"38472","2010","33","24","16","Tanjunganom"
"38473","2011","33","24","16","Sendangdawuhan"
"38474","2012","33","24","16","Kebonsari"
"38475","2013","33","24","16","Bulak"
"38476","2014","33","24","16","Gebanganom"
"38477","2015","33","24","16","Gempolsewu"
"38478","2016","33","24","16","Sendangsikucing"
"38479","2001","33","24","17","Truko"
"38480","2002","33","24","17","Lebosari"
"38481","2003","33","24","17","Kadilangu"
"38482","2004","33","24","17","Gembonganomwetan"
"38483","2005","33","24","17","Kaliyoso"
"38484","2006","33","24","17","Sukodadi"
"38485","2007","33","24","17","Sendangkulon"
"38486","2008","33","24","17","Sendangdawung"
"38487","2009","33","24","17","Laban"
"38488","2010","33","24","17","Karangmalangwetan"
"38489","2011","33","24","17","Jungsemi"
"38490","2012","33","24","17","Kangkung"
"38491","2013","33","24","17","Tanjungmojo"
"38492","2014","33","24","17","Rejosari"
"38493","2015","33","24","17","Kalirejo"
"38494","2001","33","24","18","Ngerjo"
"38495","2002","33","24","18","Kedungasri"
"38496","2003","33","24","18","Kedunggading"
"38497","2004","33","24","18","Ringinarum"
"38498","2005","33","24","18","Ngawensari"
"38499","2006","33","24","18","Tejorejo"
"38500","2007","33","24","18","Wungurejo"
"38501","2008","33","24","18","Rowobranten"
"38502","2009","33","24","18","Caruban"
"38503","2010","33","24","18","Mojo"
"38504","2011","33","24","18","Purworejo"
"38505","2012","33","24","18","Pegerdawung"
"38506","2001","33","24","19","Dempelrejo"
"38507","2002","33","24","19","Putatgede"
"38508","2003","33","24","19","Jatirejo"
"38509","2004","33","24","19","Winong"
"38510","2005","33","24","19","Rejosari"
"38511","2006","33","24","19","Sumbersari"
"38512","2007","33","24","19","Bojonggede"
"38513","2008","33","24","19","Kebonagung"
"38514","2009","33","24","19","Ngampel Kulon"
"38515","2010","33","24","19","Ngampel Wetan"
"38516","2011","33","24","19","Sudipayung"
"38517","2012","33","24","19","Banyuurip"
"38518","2001","33","24","20","Jerukgiling"
"38519","2002","33","24","20","Kedungsuren"
"38520","2003","33","24","20","Darupono"
"38521","2004","33","24","20","Protomulyo"
"38522","2005","33","24","20","Magelung"
"38523","2006","33","24","20","Plantaran"
"38524","2007","33","24","20","Sukomulyo"
"38525","2008","33","24","20","Sidomakmur"
"38526","2001","33","25","1","Silurah"
"38527","2002","33","25","1","Sodong"
"38528","2003","33","25","1","Gringgingsari"
"38529","2004","33","25","1","Kedungmalang"
"38530","2005","33","25","1","Sendang"
"38531","2006","33","25","1","Wonotunggal"
"38532","2007","33","25","1","Brokoh"
"38533","2008","33","25","1","Wates"
"38534","2009","33","25","1","Brayo"
"38535","2010","33","25","1","Kemligi"
"38536","2011","33","25","1","Sigayam"
"38537","2012","33","25","1","Kreyo"
"38538","2013","33","25","1","Siwatu"
"38539","2014","33","25","1","Dringo"
"38540","2015","33","25","1","Penangkan"
"38541","2001","33","25","2","Tombo"
"38542","2002","33","25","2","Wonomerto"
"38543","2003","33","25","2","Wonodadi"
"38544","2004","33","25","2","Pesalakan"
"38545","2005","33","25","2","Binangun"
"38546","2006","33","25","2","Sidayu"
"38547","2007","33","25","2","Toso"
"38548","2010","33","25","2","Kluwih"
"38549","2011","33","25","2","Wonokerto"
"38550","2012","33","25","2","Bandar"
"38551","2013","33","25","2","Tumbrep"
"38552","2014","33","25","2","Tambahrejo"
"38553","2015","33","25","2","Puncanggading"
"38554","2016","33","25","2","Candi"
"38555","2018","33","25","2","Wonosegoro"
"38556","2019","33","25","2","Simpar"
"38557","2020","33","25","2","Batiombo"
"38558","2001","33","25","3","Gerlang"
"38559","2002","33","25","3","Kalitengah"
"38560","2003","33","25","3","Kembanglangit"
"38561","2004","33","25","3","Gondang"
"38562","2005","33","25","3","Bismo"
"38563","2006","33","25","3","Keteleng"
"38564","2007","33","25","3","Kalisari"
"38565","2009","33","25","3","Besani"
"38566","2010","33","25","3","Wonobodro"
"38567","2011","33","25","3","Bawang"
"38568","2012","33","25","3","Pesantren"
"38569","2013","33","25","3","Kambangan"
"38570","2014","33","25","3","Keputon"
"38571","2015","33","25","3","Blado"
"38572","2016","33","25","3","Cokro"
"38573","2017","33","25","3","Selopajang Barat"
"38574","2020","33","25","3","Kalipancur"
"38575","2021","33","25","3","Selopajang Timur"
"38576","2001","33","25","4","Pacet"
"38577","2002","33","25","4","Mojotengah"
"38578","2003","33","25","4","Cablikan"
"38579","2004","33","25","4","Ngroto"
"38580","2005","33","25","4","Ngadirejo"
"38581","2006","33","25","4","Reban"
"38582","2007","33","25","4","Tambakboyo"
"38583","2008","33","25","4","Adinuso"
"38584","2009","33","25","4","Kumesu"
"38585","2010","33","25","4","Kepundung"
"38586","2011","33","25","4","Padomasan"
"38587","2012","33","25","4","Semampir"
"38588","2013","33","25","4","Wonosobo"
"38589","2014","33","25","4","Sojomerto"
"38590","2015","33","25","4","Karanganyar"
"38591","2016","33","25","4","Polodoro"
"38592","2017","33","25","4","Kalisari"
"38593","2018","33","25","4","Sukomangli"
"38594","2019","33","25","4","Wonorojo"
"38595","2001","33","25","5","Pranten"
"38596","2002","33","25","5","Deles"
"38597","2003","33","25","5","Gunungsari"
"38598","2004","33","25","5","Jambangan"
"38599","2005","33","25","5","Kebaturan"
"38600","2006","33","25","5","Kalirejo"
"38601","2007","33","25","5","Sangubanyu"
"38602","2008","33","25","5","Wonosari"
"38603","2009","33","25","5","Jlamprang"
"38604","2010","33","25","5","Bawang"
"38605","2011","33","25","5","Candigugur"
"38606","2012","33","25","5","Pangempon"
"38607","2013","33","25","5","Sidoharjo"
"38608","2014","33","25","5","Surjo"
"38609","2015","33","25","5","Soka"
"38610","2016","33","25","5","Sibebek"
"38611","2017","33","25","5","Getas"
"38612","2018","33","25","5","Pasusukan"
"38613","2019","33","25","5","Candirejo"
"38614","2020","33","25","5","Purbo"
"38615","2002","33","25","6","Sendang"
"38616","2003","33","25","6","Banteng"
"38617","2004","33","25","6","Sumurbanger"
"38618","2005","33","25","6","Margosono"
"38619","2006","33","25","6","Sidalang"
"38620","2007","33","25","6","Plosowangi"
"38621","2008","33","25","6","Wanar"
"38622","2009","33","25","6","Gondo"
"38623","2010","33","25","6","Rejosari Barat"
"38624","2011","33","25","6","Boja"
"38625","2012","33","25","6","Pujut"
"38626","2013","33","25","6","Tersono"
"38627","2014","33","25","6","Tanjungsari"
"38628","2015","33","25","6","Kebumen"
"38629","2016","33","25","6","Harjowinangun Barat"
"38630","2017","33","25","6","Tegalombo"
"38631","2020","33","25","6","Kranggan"
"38632","2021","33","25","6","Satriyan"
"38633","2022","33","25","6","Harjowinangun Timur"
"38634","2023","33","25","6","Rejosari Timur"
"38635","2005","33","25","7","Surodadi"
"38636","2006","33","25","7","Sentul"
"38637","2007","33","25","7","Plelen"
"38638","2008","33","25","7","Kutosari"
"38639","2009","33","25","7","Mentosari"
"38640","2010","33","25","7","Gringsing"
"38641","2011","33","25","7","Yosorejo"
"38642","2012","33","25","7","Krengseng"
"38643","2013","33","25","7","Sawangan"
"38644","2014","33","25","7","Ketanggan"
"38645","2015","33","25","7","Lebo"
"38646","2016","33","25","7","Kebondalem"
"38647","2017","33","25","7","Sidorejo"
"38648","2018","33","25","7","Tedunan"
"38649","2019","33","25","7","Madugowongjati"
"38650","2001","33","25","8","Ngaliyan"
"38651","2002","33","25","8","Sukorejo"
"38652","2003","33","25","8","Tembok"
"38653","2004","33","25","8","Donorejo"
"38654","2005","33","25","8","Sidomulyo"
"38655","2006","33","25","8","Kalisalak"
"38656","2007","33","25","8","Limpung"
"38657","2008","33","25","8","Kepuh"
"38658","2009","33","25","8","Sempu"
"38659","2010","33","25","8","Babadan"
"38660","2011","33","25","8","Plumbon"
"38661","2012","33","25","8","Amongrogo"
"38662","2013","33","25","8","Dlisen"
"38663","2015","33","25","8","Rowosari"
"38664","2016","33","25","8","Pungangan"
"38665","2023","33","25","8","Lobang"
"38666","2024","33","25","8","Wonokerso"
"38667","2004","33","25","9","Menjangan"
"38668","2005","33","25","9","Karangtengah"
"38669","2006","33","25","9","Mangunharjo"
"38670","2007","33","25","9","Tenggulangharjo"
"38671","2008","33","25","9","Kalimanggis"
"38672","2009","33","25","9","Keborangan"
"38673","2010","33","25","9","Jatisari"
"38674","2011","33","25","9","Subah"
"38675","2012","33","25","9","Kumejing"
"38676","2014","33","25","9","Durenombo"
"38677","2019","33","25","9","Clapar"
"38678","2020","33","25","9","Adinuso"
"38679","2021","33","25","9","Sengon"
"38680","2023","33","25","9","Gondang"
"38681","2024","33","25","9","Kuripan"
"38682","2025","33","25","9","Kemiri Barat"
"38683","2026","33","25","9","Kemiri Timur"
"38684","2001","33","25","10","Wringingintung"
"38685","2002","33","25","10","Sembojo"
"38686","2003","33","25","10","Posong"
"38687","2004","33","25","10","Kaliboyo"
"38688","2005","33","25","10","Simbangdesa"
"38689","2006","33","25","10","Beji"
"38690","2007","33","25","10","Tulis"
"38691","2017","33","25","10","Simbangjati"
"38692","2018","33","25","10","Kedungsegog"
"38693","2019","33","25","10","Kenconorejo"
"38694","2020","33","25","10","Ponowareng"
"38695","2024","33","25","10","Siberuk"
"38696","2025","33","25","10","Kebumen"
"38697","2026","33","25","10","Cluwuk"
"38698","2027","33","25","10","Jrakahpayung"
"38699","2028","33","25","10","Jolosekti"
"38700","2029","33","25","10","Manggis"
"38701","1013","33","25","11","Watesalit"
"38702","1014","33","25","11","Proyonanggan Tengah"
"38703","1015","33","25","11","Kauman"
"38704","1016","33","25","11","Karangasem Utara"
"38705","1017","33","25","11","Kasepuhan"
"38706","1018","33","25","11","Sambong"
"38707","1019","33","25","11","Proyonanggan Utara"
"38708","1020","33","25","11","Proyonanggan Selatan"
"38709","1021","33","25","11","Karangasem Selatan"
"38710","2001","33","25","11","Rowobelang"
"38711","2002","33","25","11","Cepokokuning"
"38712","2003","33","25","11","Pasekaran"
"38713","2004","33","25","11","Kalisalak"
"38714","2005","33","25","11","Kecepak"
"38715","2006","33","25","11","Klidang Wetan"
"38716","2007","33","25","11","Klidang Lor"
"38717","2008","33","25","11","Kalipucang Wetan"
"38718","2009","33","25","11","Kalipucang Kulon"
"38719","2010","33","25","11","Karanganyar"
"38720","2011","33","25","11","Denasri Kulon"
"38721","2012","33","25","11","Denasri Wetan"
"38722","2001","33","25","12","Pandansari"
"38723","2002","33","25","12","Kaliwareng"
"38724","2003","33","25","12","Pejambon"
"38725","2004","33","25","12","Sariglagah"
"38726","2005","33","25","12","Pesaren"
"38727","2006","33","25","12","Sidorejo"
"38728","2007","33","25","12","Cepagan"
"38729","2008","33","25","12","Masin"
"38730","2009","33","25","12","Banjiran"
"38731","2010","33","25","12","Warungasem"
"38732","2011","33","25","12","Gapuro"
"38733","2012","33","25","12","Kalibeluk"
"38734","2013","33","25","12","Sawahjoho"
"38735","2014","33","25","12","Candiareng"
"38736","2015","33","25","12","Lebo"
"38737","2016","33","25","12","Menguneng"
"38738","2017","33","25","12","Terban"
"38739","2018","33","25","12","Sijono"
"38740","2001","33","25","13","Tegalsari"
"38741","2002","33","25","13","Kandeman"
"38742","2003","33","25","13","Bakalan"
"38743","2004","33","25","13","Lawangaji"
"38744","2005","33","25","13","Depok"
"38745","2006","33","25","13","Tragung"
"38746","2007","33","25","13","Cempereng"
"38747","2008","33","25","13","Karanganom"
"38748","2009","33","25","13","Wonokerso"
"38749","2010","33","25","13","Ujungnegoro"
"38750","2011","33","25","13","Karanggeneng"
"38751","2012","33","25","13","Juragan"
"38752","2013","33","25","13","Botolambat"
"38753","2001","33","25","14","Pecalungan"
"38754","2002","33","25","14","Bandung"
"38755","2003","33","25","14","Gombong"
"38756","2004","33","25","14","Randu"
"38757","2005","33","25","14","Siguci"
"38758","2006","33","25","14","Pretek"
"38759","2007","33","25","14","Selokarto"
"38760","2008","33","25","14","Gemuh"
"38761","2009","33","25","14","Gumawang"
"38762","2010","33","25","14","Keniten"
"38763","2001","33","25","15","Banyuputih"
"38764","2002","33","25","15","Kalibalik"
"38765","2003","33","25","15","Sembung"
"38766","2004","33","25","15","Kedawung"
"38767","2005","33","25","15","Dlimas"
"38768","2006","33","25","15","Luwung"
"38769","2008","33","25","15","Penundan"
"38770","2009","33","25","15","Banaran"
"38771","2010","33","25","15","Timbang"
"38772","2011","33","25","15","Bulu"
"38773","2012","33","25","15","Kalangsono"
"38774","2001","33","26","1","Klesem"
"38775","2002","33","26","1","Bodas"
"38776","2003","33","26","1","Sukoharjo"
"38777","2004","33","26","1","Gembong"
"38778","2005","33","26","1","Garungwiyoro"
"38779","2006","33","26","1","Bojongkoneng"
"38780","2007","33","26","1","Bubak"
"38781","2008","33","26","1","Wangkelang"
"38782","2009","33","26","1","Kandangserang"
"38783","2010","33","26","1","Luragung"
"38784","2011","33","26","1","Lambur"
"38785","2012","33","26","1","Tajur"
"38786","2013","33","26","1","Trajumas"
"38787","2014","33","26","1","Karanggondang"
"38788","2001","33","26","2","Werdi"
"38789","2002","33","26","2","Winduaji"
"38790","2003","33","26","2","Krandegan"
"38791","2004","33","26","2","Lumeneng"
"38792","2005","33","26","2","Tangeran"
"38793","2006","33","26","2","Kaliboja"
"38794","2007","33","26","2","Kaliombo"
"38795","2008","33","26","2","Botosari"
"38796","2009","33","26","2","Sawangan"
"38797","2010","33","26","2","Paninggaran"
"38798","2011","33","26","2","Domiyang"
"38799","2012","33","26","2","Notogiwang"
"38800","2013","33","26","2","Lambanggelun"
"38801","2014","33","26","2","Tenogo"
"38802","2015","33","26","2","Bedagung"
"38803","2001","33","26","3","Tembelangunung"
"38804","2002","33","26","3","Pamutuh"
"38805","2003","33","26","3","Depok"
"38806","2004","33","26","3","Wonosido"
"38807","2005","33","26","3","Timbangsari"
"38808","2006","33","26","3","Sidomulyo"
"38809","2007","33","26","3","Kutorembet"
